title,author,categoryId,num_purchases,courseRating,quizRating,instructorRating,contentRating,satisfaction
Multi-tiered modular collaboration,Eric Hurley,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,2.0,,,,,
Multi-tiered motivating analyzer,Roberto Valentine,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,,3.0,1.0,5.0,1.0,5.0
Multi-tiered motivating help-desk,Scott Miller,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,4.0,1.0,4.0,1.0,3.0,2.0
Multi-tiered motivating structure,Jacob Green,e67e65d7-0936-43d5-bb1b-721c832eac03,1.0,5.0,3.0,2.0,2.0,5.0
Multi-tiered motivating time-frame,Nicole Phelps DDS,2b41facd-f492-4805-b67a-58b607510045,2.0,1.0,5.0,4.0,4.0,4.0
Multi-tiered multi-state budgetary management,Whitney Richardson,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,,2.0,5.0,3.0,4.0,4.0
Multi-tiered multi-tasking architecture,Kimberly Ross,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,,4.0,4.0,3.5,2.5,3.5
Multi-tiered multi-tasking archive,Marie Henderson,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,2.0,2.25,3.5,4.0,2.75,3.75
Multi-tiered multimedia benchmark,Rachel Andrews,2b41facd-f492-4805-b67a-58b607510045,1.0,4.0,4.0,5.0,4.0,4.0
Multi-tiered multimedia capacity,Joann Ibarra,916d0c63-7b5f-42da-8a0a-0dd2ae870662,1.0,2.0,3.0,3.0,1.0,4.0
Multi-tiered multimedia open architecture,Cody Dawson,916d0c63-7b5f-42da-8a0a-0dd2ae870662,1.0,2.5,3.5,2.75,3.5,3.75
Multi-tiered multimedia open architecture,Justin Edwards MD,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,1.0,2.5,3.5,2.75,3.5,3.75
Multi-tiered national archive,John Hanson,916d0c63-7b5f-42da-8a0a-0dd2ae870662,1.0,3.0,2.0,3.0,2.0,5.0
Multi-tiered national focus group,Courtney Hamilton,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,2.0,4.5,3.0,3.0,2.5,4.5
Multi-tiered national moderator,Christopher Tanner,e67e65d7-0936-43d5-bb1b-721c832eac03,,3.0,1.0,4.0,2.0,2.0
Multi-tiered national open system,Richard Carpenter,e67e65d7-0936-43d5-bb1b-721c832eac03,1.0,4.0,1.0,3.0,4.0,2.0
Multi-tiered needs-based database,Julie Price,e67e65d7-0936-43d5-bb1b-721c832eac03,,2.0,2.0,1.0,1.0,5.0
Multi-tiered needs-based project,Cory Coleman,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,,4.0,3.0,4.0,3.0,5.0
Multi-tiered needs-based solution,Gina King,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,1.0,2.5,3.5,1.0,2.0,3.5
Multi-tiered needs-based throughput,Valerie Benitez,e67e65d7-0936-43d5-bb1b-721c832eac03,1.0,,,,,
Multi-tiered neutral customer loyalty,Eric Rodriguez,2b41facd-f492-4805-b67a-58b607510045,3.0,,,,,
Multi-tiered next generation capability,Sabrina Lewis,2b41facd-f492-4805-b67a-58b607510045,,4.0,1.0,1.0,3.0,1.0
Multi-tiered next generation extranet,Samantha Odonnell,2b41facd-f492-4805-b67a-58b607510045,,4.0,1.5,3.0,1.5,3.0
Multi-tiered next generation open architecture,Elizabeth Knight,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,1.0,3.5,3.0,1.0,4.5,3.0
Multi-tiered next generation strategy,Jordan Pennington,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,1.0,,,,,
Multi-tiered next generation toolset,April Salas,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,1.0,4.0,4.0,4.0,1.0,2.0
Multi-tiered non-volatile capacity,Katherine Jones,e67e65d7-0936-43d5-bb1b-721c832eac03,,5.0,5.0,5.0,1.0,1.0
Multi-tiered non-volatile groupware,Summer Calderon,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,1.0,3.0,2.0,5.0,4.0,1.0
Multi-tiered non-volatile installation,Chelsea Ball,e67e65d7-0936-43d5-bb1b-721c832eac03,1.0,,,,,
Multi-tiered non-volatile knowledgebase,Norman Singh,916d0c63-7b5f-42da-8a0a-0dd2ae870662,,3.0,3.0,3.0,2.0,3.0
Multi-tiered object-oriented projection,James Romero,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,1.0,,,,,
Multi-tiered object-oriented synergy,Stephen Barnett,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,,2.5,3.5,3.0,2.0,3.0
Multi-tiered optimal hierarchy,Randall Mcdonald,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,,5.0,3.0,3.0,2.0,3.0
Multi-tiered optimal system engine,Paula Anderson,2b41facd-f492-4805-b67a-58b607510045,2.0,4.0,5.0,3.0,2.0,5.0
Multi-tiered optimizing adapter,Kevin Wade,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,,3.0,5.0,5.0,5.0,5.0
Multi-tiered radical approach,Eduardo Robinson,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,,2.0,5.0,1.0,4.0,2.0
Multi-tiered radical data-warehouse,Melissa Berger,916d0c63-7b5f-42da-8a0a-0dd2ae870662,1.0,,,,,
Multi-tiered radical firmware,Dustin Wang,e67e65d7-0936-43d5-bb1b-721c832eac03,,5.0,5.0,1.0,5.0,4.0
Multi-tiered radical open architecture,Amy Church,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,1.0,1.0,5.0,1.0,4.0,4.0
Multi-tiered real-time capability,Jennifer Holmes,e67e65d7-0936-43d5-bb1b-721c832eac03,1.0,2.0,5.0,2.0,5.0,3.0
Multi-tiered real-time methodology,Scott Salazar,916d0c63-7b5f-42da-8a0a-0dd2ae870662,,1.0,2.0,3.0,5.0,3.0
Multi-tiered regional concept,Riley Figueroa,916d0c63-7b5f-42da-8a0a-0dd2ae870662,2.0,,,,,
Multi-tiered responsive approach,Dustin Barber,2b41facd-f492-4805-b67a-58b607510045,1.0,,,,,
Multi-tiered responsive info-mediaries,Stacey Taylor,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,1.0,3.6666666666666665,4.0,4.0,4.0,2.3333333333333335
Multi-tiered responsive moderator,Angela Brown,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,2.0,2.0,4.0,1.0,1.0,3.0
Multi-tiered responsive structure,Todd Collins,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,2.0,3.5,1.0,4.0,3.5,2.5
Multi-tiered scalable Internet solution,Stephen Edwards,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,1.0,,,,,
Multi-tiered secondary capability,Kristie Mccarthy,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,,1.0,5.0,4.0,5.0,2.0
Multi-tiered secondary database,Joseph Mitchell,2b41facd-f492-4805-b67a-58b607510045,2.0,2.0,2.0,4.0,2.0,1.0
Multi-tiered secondary system engine,Michelle Woodward,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,2.0,1.5,3.5,3.0,5.0,3.0
Multi-tiered stable capacity,Elizabeth Green,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,2.0,1.0,4.0,4.0,1.0,2.0
Multi-tiered stable concept,Elizabeth Mcfarland,e67e65d7-0936-43d5-bb1b-721c832eac03,1.0,2.0,1.0,3.0,2.0,1.0
Multi-tiered stable emulation,Maria Cantu,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,1.0,,,,,
Multi-tiered stable forecast,Rebecca Lewis,2b41facd-f492-4805-b67a-58b607510045,2.0,5.0,3.0,2.0,2.0,5.0
Multi-tiered stable product,Robert Klein,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,2.0,,,,,
Multi-tiered static approach,Jacqueline Taylor,916d0c63-7b5f-42da-8a0a-0dd2ae870662,2.0,,,,,
Multi-tiered static matrix,Sharon Holden,e67e65d7-0936-43d5-bb1b-721c832eac03,1.0,,,,,
Multi-tiered static protocol,Matthew Hill,916d0c63-7b5f-42da-8a0a-0dd2ae870662,2.0,4.0,3.0,1.0,4.0,1.0
Multi-tiered system-worthy emulation,Carolyn Oneal,2b41facd-f492-4805-b67a-58b607510045,1.0,5.0,2.0,5.0,3.0,5.0
Multi-tiered system-worthy function,Robert Harris,e67e65d7-0936-43d5-bb1b-721c832eac03,2.0,,,,,
Multi-tiered system-worthy moratorium,Kelly Marquez,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,2.0,3.0,1.5,4.0,1.5,3.0
Multi-tiered systematic Local Area Network,Danielle Drake,2b41facd-f492-4805-b67a-58b607510045,1.0,,,,,
Multi-tiered systematic artificial intelligence,Mary Davis,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,,4.0,2.0,1.0,4.0,2.5
Multi-tiered systematic orchestration,John Sullivan,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,2.0,2.0,1.0,4.0,4.0,5.0
Multi-tiered systemic contingency,Samuel Livingston,2b41facd-f492-4805-b67a-58b607510045,2.0,2.5,2.5,1.5,2.0,3.0
Multi-tiered systemic success,Whitney Fuller,2b41facd-f492-4805-b67a-58b607510045,2.0,,,,,
Multi-tiered tangible extranet,Matthew Flowers,916d0c63-7b5f-42da-8a0a-0dd2ae870662,,1.5,3.0,2.0,2.5,2.0
Multi-tiered tangible functionalities,James Evans,2b41facd-f492-4805-b67a-58b607510045,1.0,,,,,
Multi-tiered tangible migration,Michelle Craig,2b41facd-f492-4805-b67a-58b607510045,1.0,4.5,1.5,2.0,2.0,1.5
Multi-tiered transitional time-frame,Jason Rodriguez,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,4.0,,,,,
Multi-tiered upward-trending installation,Sabrina Butler,916d0c63-7b5f-42da-8a0a-0dd2ae870662,,1.0,3.0,3.0,1.0,5.0
Multi-tiered user-facing application,Gabriel Medina,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,,4.333333333333333,3.0,4.333333333333333,3.0,1.0
Multi-tiered user-facing focus group,Mary Cruz,916d0c63-7b5f-42da-8a0a-0dd2ae870662,,4.666666666666667,5.0,1.3333333333333333,2.3333333333333335,3.3333333333333335
Multi-tiered user-facing forecast,Anthony Wilcox,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,1.0,1.0,1.0,1.0,1.0,1.0
Multi-tiered user-facing matrices,Richard Dunn,916d0c63-7b5f-42da-8a0a-0dd2ae870662,1.0,,,,,
Multi-tiered value-added secured line,Alejandro Mckinney,916d0c63-7b5f-42da-8a0a-0dd2ae870662,1.0,2.5,2.5,2.0,2.0,3.5
Multi-tiered value-added strategy,Krista Young MD,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,1.0,2.0,2.0,3.6666666666666665,3.6666666666666665,3.6666666666666665
Multi-tiered value-added success,Jonathan Ellis,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,1.0,,,,,
Multi-tiered web-enabled archive,Daniel Branch,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,,4.0,2.0,3.0,3.0,5.0
Multi-tiered web-enabled open system,Rebecca Bell,916d0c63-7b5f-42da-8a0a-0dd2ae870662,1.0,,,,,
Multi-tiered well-modulated collaboration,Justin Williams,916d0c63-7b5f-42da-8a0a-0dd2ae870662,2.0,,,,,
Multi-tiered well-modulated process improvement,Brittany Collins,2b41facd-f492-4805-b67a-58b607510045,1.0,2.0,4.0,3.5,2.5,3.0
Multi-tiered well-modulated website,Shawna Robinson,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,1.0,2.0,2.5,2.0,3.0,1.0
Multi-tiered well-modulated workforce,Christopher Stevens,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,2.0,,,,,
Multi-tiered zero tolerance hardware,Mr. Terry Garcia,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,1.0,,,,,
Multi-tiered zero-defect collaboration,Robert Morris,e67e65d7-0936-43d5-bb1b-721c832eac03,1.0,,,,,
Networked 24/7 extranet,William Garcia,2b41facd-f492-4805-b67a-58b607510045,3.0,,,,,
Networked 24/7 groupware,Joseph Tate,e67e65d7-0936-43d5-bb1b-721c832eac03,,4.0,5.0,5.0,3.0,4.0
Networked 24/7 open architecture,Isaiah Thomas,916d0c63-7b5f-42da-8a0a-0dd2ae870662,,1.5,3.5,2.5,2.5,4.0
Networked 24hour budgetary management,Christian Frederick,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,4.0,,,,,
Networked 24hour flexibility,Stephanie White,916d0c63-7b5f-42da-8a0a-0dd2ae870662,1.0,,,,,
Networked 24hour help-desk,Kimberly Boyd,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,2.0,,,,,
Networked 24hour time-frame,Angela Alvarez,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,1.0,1.0,4.0,3.0,3.0,5.0
Networked 3rdgeneration ability,Patrick Macdonald,2b41facd-f492-4805-b67a-58b607510045,1.0,,,,,
Networked 3rdgeneration access,Donna Young,e67e65d7-0936-43d5-bb1b-721c832eac03,2.0,1.0,1.0,1.0,4.0,2.0
Networked 3rdgeneration open architecture,Timothy Lewis,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,,3.0,5.0,2.0,2.0,2.0
Networked 5thgeneration standardization,Mr. John Oliver,2b41facd-f492-4805-b67a-58b607510045,2.0,,,,,
Networked 6thgeneration encoding,Sandra Davis MD,2b41facd-f492-4805-b67a-58b607510045,,3.5,3.0,4.5,2.0,2.0
Networked 6thgeneration hierarchy,Mr. Travis Hale,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,,4.0,2.0,5.0,4.0,2.0
Networked actuating hierarchy,Patricia Joseph,2b41facd-f492-4805-b67a-58b607510045,2.0,3.5,2.5,4.0,4.0,1.5
Networked actuating interface,Hannah Gonzalez,916d0c63-7b5f-42da-8a0a-0dd2ae870662,2.0,,,,,
Networked actuating open architecture,Michael Hardy,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,1.0,,,,,
Networked actuating paradigm,Kyle Washington,2b41facd-f492-4805-b67a-58b607510045,1.0,3.0,4.0,2.0,3.0,4.0
Networked actuating policy,Jillian Jordan,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,2.0,4.0,2.0,1.0,3.0,5.0
Networked actuating service-desk,Melissa Cox,e67e65d7-0936-43d5-bb1b-721c832eac03,2.0,,,,,
Networked analyzing monitoring,Donna Vazquez,2b41facd-f492-4805-b67a-58b607510045,2.0,,,,,
Networked asymmetric structure,John Davis,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,1.0,4.0,4.0,3.0,4.0,2.0
Networked asynchronous adapter,Linda Morris,916d0c63-7b5f-42da-8a0a-0dd2ae870662,2.0,1.0,5.0,4.0,3.0,1.0
Networked asynchronous firmware,Angela Velazquez,916d0c63-7b5f-42da-8a0a-0dd2ae870662,3.0,,,,,
Networked attitude-oriented artificial intelligence,Eric Thomas,2b41facd-f492-4805-b67a-58b607510045,1.0,,,,,
Networked background extranet,Melissa Harris,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,1.0,1.0,3.5,2.0,3.0,1.5
Networked background initiative,Alan Sutton,2b41facd-f492-4805-b67a-58b607510045,1.0,2.5,2.5,2.0,3.0,5.0
Networked background knowledgebase,Dr. Thomas Calhoun,e67e65d7-0936-43d5-bb1b-721c832eac03,2.0,1.0,2.0,4.0,1.0,3.0
Networked bandwidth-monitored benchmark,Robert Cooper,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,1.0,2.0,1.0,2.0,5.0,5.0
Networked bi-directional architecture,Kristine Lyons,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,,4.0,1.0,2.0,1.0,5.0
Networked bi-directional concept,Clifford Lopez,2b41facd-f492-4805-b67a-58b607510045,1.0,2.0,2.6666666666666665,3.3333333333333335,3.0,3.6666666666666665
Networked bi-directional extranet,Mike Hunter,916d0c63-7b5f-42da-8a0a-0dd2ae870662,1.0,,,,,
Networked bi-directional knowledge user,Crystal Bonilla,2b41facd-f492-4805-b67a-58b607510045,1.0,2.6666666666666665,2.3333333333333335,2.0,2.3333333333333335,3.0
Networked clear-thinking budgetary management,Mr. Randy Moore DVM,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,,4.0,3.3333333333333335,3.0,3.3333333333333335,3.0
Networked client-driven instruction set,Terry Clements,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,1.0,1.0,5.0,2.0,4.0,4.0
Networked client-driven time-frame,Michael Price DVM,2b41facd-f492-4805-b67a-58b607510045,2.0,2.6666666666666665,2.3333333333333335,4.0,4.333333333333333,3.3333333333333335
Networked client-server algorithm,Mary Davis,2b41facd-f492-4805-b67a-58b607510045,,2.75,3.75,3.5,3.0,3.5
Networked client-server algorithm,Tina Navarro,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,1.0,2.75,3.75,3.5,3.0,3.5
Networked client-server product,Philip Johnson,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,1.0,,,,,
Networked coherent customer loyalty,Alicia Combs,2b41facd-f492-4805-b67a-58b607510045,2.0,2.0,2.5,2.5,1.0,2.5
Networked coherent focus group,Amber Lynch,2b41facd-f492-4805-b67a-58b607510045,,2.0,3.0,5.0,5.0,5.0
Networked coherent hardware,Lisa Smith,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,,4.0,1.5,4.0,2.0,3.5
Networked coherent website,Makayla Mills,2b41facd-f492-4805-b67a-58b607510045,1.0,,,,,
Networked cohesive adapter,Amy Lawrence,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,2.0,,,,,
Networked composite middleware,Jose Lawson,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,1.0,,,,,
Networked composite orchestration,Mr. Larry Rivera DDS,916d0c63-7b5f-42da-8a0a-0dd2ae870662,,2.0,3.0,2.0,3.5,1.5
Networked content-based function,Angela Brown,e67e65d7-0936-43d5-bb1b-721c832eac03,2.0,4.5,4.0,1.5,2.5,4.0
Networked content-based hardware,Rebecca Robinson,2b41facd-f492-4805-b67a-58b607510045,,2.0,4.0,5.0,1.0,4.0
Networked content-based neural-net,Renee Simpson,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,1.0,2.0,5.0,1.0,2.0,5.0
Networked context-sensitive adapter,Ian Roberts,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,,3.0,2.0,3.0,5.0,4.0
Networked context-sensitive budgetary management,Brenda Andrade,2b41facd-f492-4805-b67a-58b607510045,1.0,,,,,
Networked context-sensitive time-frame,Lisa Huerta,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,,2.5,2.0,3.5,3.0,1.5
Networked contextually-based hardware,Dana Johnson,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,3.0,3.0,3.0,5.0,2.0,4.0
Networked contextually-based hub,Malik Hudson,2b41facd-f492-4805-b67a-58b607510045,4.0,1.0,3.0,5.0,1.0,5.0
Networked contextually-based orchestration,Sarah Fuentes,2b41facd-f492-4805-b67a-58b607510045,,5.0,2.5,3.5,2.0,2.0
Networked contextually-based throughput,Allison York,2b41facd-f492-4805-b67a-58b607510045,4.0,2.0,4.0,2.0,5.0,1.0
Networked dedicated Internet solution,Robert Walker,2b41facd-f492-4805-b67a-58b607510045,2.0,,,,,
Networked dedicated complexity,Mark Olson,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,2.0,2.0,4.333333333333333,4.0,2.6666666666666665,3.0
Networked dedicated projection,Anthony Riley,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,,3.0,1.0,1.0,4.0,1.0
Networked demand-driven groupware,Daniel Rivera,2b41facd-f492-4805-b67a-58b607510045,2.0,3.0,4.0,3.0,1.0,5.0
Networked didactic alliance,Taylor Galvan,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,,5.0,4.0,1.0,3.0,2.0
Networked didactic core,Stephen Webb,e67e65d7-0936-43d5-bb1b-721c832eac03,,4.5,3.0,4.0,3.0,2.5
Networked directional array,Alexis Horn,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,1.0,4.0,2.0,4.0,4.0,1.0
Networked directional projection,Jacqueline Robinson,e67e65d7-0936-43d5-bb1b-721c832eac03,,4.0,2.0,4.0,2.0,3.0
Networked directional toolset,Douglas Barnett,916d0c63-7b5f-42da-8a0a-0dd2ae870662,,1.5,2.5,2.0,3.5,1.0
Networked directional website,Marc Larsen,2b41facd-f492-4805-b67a-58b607510045,1.0,4.0,5.0,3.0,5.0,3.0
Networked discrete contingency,Heather Brooks,916d0c63-7b5f-42da-8a0a-0dd2ae870662,1.0,5.0,4.0,3.0,5.0,4.0
Networked discrete encryption,Kimberly Garcia,2b41facd-f492-4805-b67a-58b607510045,,2.5,2.5,3.5,3.0,3.0
Networked discrete focus group,Thomas Freeman,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,,5.0,4.0,4.0,5.0,4.0
Networked discrete policy,Maria Gomez,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,1.0,2.5,2.75,2.75,4.5,3.25
Networked discrete system engine,Zachary Martinez,916d0c63-7b5f-42da-8a0a-0dd2ae870662,1.0,,,,,
Networked disintermediate paradigm,Daniel Spencer,916d0c63-7b5f-42da-8a0a-0dd2ae870662,4.0,3.0,5.0,4.0,4.0,2.0
Networked dynamic implementation,Jessica Paul,2b41facd-f492-4805-b67a-58b607510045,1.0,,,,,
Networked eco-centric conglomeration,John Arnold,e67e65d7-0936-43d5-bb1b-721c832eac03,2.0,3.0,2.0,2.0,2.0,3.0
Networked eco-centric groupware,Johnny Rowe,2b41facd-f492-4805-b67a-58b607510045,2.0,2.0,3.0,5.0,5.0,4.0
Networked eco-centric productivity,Joshua Sanchez,916d0c63-7b5f-42da-8a0a-0dd2ae870662,2.0,3.5,3.5,3.0,4.0,1.5
Networked empowering analyzer,Trevor Boyd,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,1.0,5.0,3.0,1.0,2.0,4.0
Networked empowering extranet,Joseph Wang,2b41facd-f492-4805-b67a-58b607510045,2.0,4.0,2.0,3.0,2.0,1.0
Networked empowering initiative,Jessica Allen,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,1.0,3.5,2.75,3.0,2.0,3.75
Networked encompassing migration,Lindsey Fritz,2b41facd-f492-4805-b67a-58b607510045,,3.0,2.0,4.0,1.0,4.0
Networked even-keeled Local Area Network,Joshua Holden,e67e65d7-0936-43d5-bb1b-721c832eac03,2.0,4.0,4.0,4.0,1.0,1.0
Networked even-keeled implementation,Scott Harris,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,2.0,4.0,2.0,5.0,1.0,4.0
Networked even-keeled workforce,Marcus Gibson,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,3.0,1.0,2.0,3.0,5.0,1.0
Networked executive access,Jessica Miller,916d0c63-7b5f-42da-8a0a-0dd2ae870662,,5.0,4.0,3.0,5.0,4.0
Networked executive analyzer,Jason Hamilton,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,1.0,3.0,4.0,1.5,3.5,3.25
Networked explicit info-mediaries,Tracy Foster,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,1.0,5.0,3.0,1.0,1.0,1.0
Networked exuding capability,Wendy Fox,916d0c63-7b5f-42da-8a0a-0dd2ae870662,1.0,5.0,3.0,5.0,2.0,5.0
Networked exuding circuit,Amanda Mosley,2b41facd-f492-4805-b67a-58b607510045,3.0,4.0,1.0,1.0,3.0,2.0
Networked fault-tolerant approach,Makayla Atkins,e67e65d7-0936-43d5-bb1b-721c832eac03,1.0,,,,,
Networked fault-tolerant capability,Shawn Black,2b41facd-f492-4805-b67a-58b607510045,1.0,1.0,3.0,1.0,2.0,2.0
Networked fault-tolerant circuit,Lisa Moore,916d0c63-7b5f-42da-8a0a-0dd2ae870662,2.0,3.5,3.75,3.25,3.25,2.5
Networked fault-tolerant hub,Daniel Newman,2b41facd-f492-4805-b67a-58b607510045,2.0,,,,,
Networked fault-tolerant initiative,Timothy Young,e67e65d7-0936-43d5-bb1b-721c832eac03,,5.0,2.0,1.0,4.0,2.0
Networked fault-tolerant paradigm,Sarah Nguyen,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,3.0,3.0,3.0,2.0,5.0,4.0
Networked foreground customer loyalty,Margaret Salinas,916d0c63-7b5f-42da-8a0a-0dd2ae870662,2.0,5.0,2.0,1.0,5.0,2.0
Networked foreground matrix,Adam Garcia,e67e65d7-0936-43d5-bb1b-721c832eac03,1.0,3.0,1.0,1.0,1.0,3.0
Networked foreground neural-net,Carrie Stevenson,e67e65d7-0936-43d5-bb1b-721c832eac03,2.0,2.6666666666666665,2.0,3.0,3.0,3.3333333333333335
Networked foreground pricing structure,Mrs. Danielle Lewis,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,,4.0,4.0,4.0,1.0,1.0
Networked fresh-thinking info-mediaries,Theresa Robinson,916d0c63-7b5f-42da-8a0a-0dd2ae870662,,5.0,2.0,2.5,3.0,4.0
Networked fresh-thinking model,Thomas Diaz,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,2.0,,,,,
Networked full-range ability,Justin Curry,916d0c63-7b5f-42da-8a0a-0dd2ae870662,2.0,3.0,3.0,1.0,2.0,2.0
Networked full-range emulation,Mr. Johnny Shaw DDS,2b41facd-f492-4805-b67a-58b607510045,2.0,5.0,5.0,2.0,4.0,5.0
Networked full-range intranet,Stephanie Harris,e67e65d7-0936-43d5-bb1b-721c832eac03,1.0,5.0,3.0,3.0,3.0,3.5
Networked full-range open architecture,Linda Sanders,2b41facd-f492-4805-b67a-58b607510045,,3.0,4.0,4.0,3.6666666666666665,2.6666666666666665
Networked full-range toolset,Mark Johns,2b41facd-f492-4805-b67a-58b607510045,5.0,3.0,4.0,4.5,3.0,2.5
Networked global benchmark,Glenda James,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,1.0,4.0,4.0,5.0,3.0,2.0
Networked global forecast,Paul Terry,e67e65d7-0936-43d5-bb1b-721c832eac03,2.0,2.3333333333333335,2.1666666666666665,3.3333333333333335,3.0,3.8333333333333335
Networked global protocol,Michael Thompson,916d0c63-7b5f-42da-8a0a-0dd2ae870662,2.0,2.0,3.0,2.5,3.5,2.5
Networked grid-enabled matrix,Dr. Anna Ramos DVM,2b41facd-f492-4805-b67a-58b607510045,1.0,,,,,
Networked grid-enabled protocol,Alexander Perry,916d0c63-7b5f-42da-8a0a-0dd2ae870662,,3.0,2.0,2.0,5.0,5.0
Networked heuristic infrastructure,Brian Silva,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,4.0,3.0,2.0,5.0,3.0,3.0
Networked high-level array,Daniel Gomez,2b41facd-f492-4805-b67a-58b607510045,1.0,3.5,4.0,3.25,1.75,3.5
Networked high-level middleware,Randy Harper,916d0c63-7b5f-42da-8a0a-0dd2ae870662,1.0,3.5,2.5,2.5,1.5,1.0
Networked holistic architecture,Elizabeth Booth,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,4.0,,,,,
Networked holistic artificial intelligence,Aaron White,2b41facd-f492-4805-b67a-58b607510045,1.0,2.75,2.75,2.25,2.75,1.5
Networked holistic monitoring,Scott Wilkerson,e67e65d7-0936-43d5-bb1b-721c832eac03,1.0,5.0,1.0,5.0,3.0,2.0
Networked homogeneous Graphical User Interface,Brandon Castro,916d0c63-7b5f-42da-8a0a-0dd2ae870662,2.0,2.0,4.0,2.0,1.0,1.0
Networked human-resource circuit,Todd Evans,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,1.0,5.0,1.0,2.0,4.0,1.0
Networked human-resource website,Alexander Lewis,2b41facd-f492-4805-b67a-58b607510045,,5.0,3.0,1.0,4.0,4.0
Networked hybrid policy,Raymond Sexton,e67e65d7-0936-43d5-bb1b-721c832eac03,3.0,3.0,2.5,4.0,4.0,4.5
